id,text,description
169,In een 30km-gebied wordt fietsverkeer in principe gemengd met het autoverkeer. Fietspaden en –stroken worden daarom slechts bij uitzondering toegepast wanneer daar vanuit de lokale situatie op grond van verkeersveiligheidsoverwegingen behoefte aan is.,"• In algemene zin wordt in een 30km-gebied de voorrang of een fietsroute niet geregeld, hoewel daar in sommige gevallen een uitzondering op kan worden gemaakt als er bijvoorbeeld sprake is van intensief fietsgebruik in combinatie met veel kruisend autoverkeer op de route.
• Belangrijke fietsroutes (Hoofdnet Fiets, Plusnet Fiets, Regionaal Netwerk Fiets) door 30km-gebieden verdienen extra aandacht bij het ontwerp. Ook binnen verblijfsgebieden kunnen fietspaden/-stroken worden aangelegd en kunnen deze routes in de voorrang worden uitgevoerd.
• Drempels en verkeersplateaus in fietsroutes moeten zoveel mogelijk worden vermeden. Indien er toch drempels of plateaus worden toegepast (bijvoorbeeld binnen een verblijfsgebied), dan sinusvormige elementen toepassen.
• Overweeg het aanleggen van een fietsstraat mits aan de voorwaarden voldaan wordt uit de Leidraad CVC. "
170,"Voor de stad zijn speciale transportroutes voor gevaarlijke stoffen vastgelegd, waardoor doorgaand verkeer van gevaarlijke stoffen zoveel mogelijk uit woonwijken wordt geweerd.","Aan deze routes worden geen bijzondere verkeerstechnische eisen gesteld, behalve dat het toepassen van verkeersremmende maatregelen in de vorm van drempels of plateaus uitgesloten is. De routes worden door middel van bebording op straat aangegeven."
171,Iedere tunnel moet voldoen aan de algemene wettelijke eisen. ,"De tunnelwet schrijft voor dat door verkeersmanagement schakelingen moet worden toegepast waardoor filevorming in, of fileterugslag tot in de tunnel wordt voorkomen. Voor de uitvoering hiervan is voor de Amsterdamse wegtunnels gekozen dat de verkeersregelinstallaties bij uit- en toegangen van de tunnels moeten zijn voorzien van harde sturingen waarmee deze vereiste schakelingen worden uitgevoerd. Het ontwerpen van tunnels inclusief toeleidende tracés is een specialisme waarbij een goede balans zal moeten worden gevonden tussen verkeersveiligheid (in de tunnel zelf en op de toegangen), brandveiligheid en sociale veiligheid. In de Leidraad CVC zijn minimum maatvoeringen voor tunnels opgenomen. "
172,Vanuit het bovengronds gebruik liggen er in ieder geval geen kabels en leidingen onder trambanen en boomstroken.,Voor de volledigheid wordt vermeld dat in het ontwerp rekening moet worden gehouden met de inpassing van kabels en leidingen. Juist op het hoofdnet is er vaak ook ondergronds sprake van een doorgaand netwerk. Vanuit het bovengronds gebruik liggen er in ieder geval geen kabels en leidingen onder trambanen en boomstroken. Uit overwegingen van fietscomfort worden putten in fietsstroken en fietspaden afgeraden.
173,"Nieuw in te richten laad- en losplaatsen, touringcarplaatsen, alsmede invalidenparkeerplaatsen en belanghebbendenparkeerplaatsen worden voorzien van een kruismarkering op het wegdek.",
174,Taxistandplaatsen dienen bij voorkeur langs de hoofd(weg)infrastructuur gerealiseerd en ontsloten te worden.,Getracht moet worden de standplaatsen zodanig te situeren dat er naar alle richtingen afgereden kan worden. Bijvoorbeeld beter vóór een kruispunt dan er na. Aanvullende eisen ten aanzien van taxistandplaatsen zijn uitgewerkt in de Leidraad CVC. 
175,Op grond van gemeentelijk groenbeleid dient op wegvakken en kruispunten veelal ruimte gevonden te worden voor inpassing van bomen. ,"Het streven gaat over het algemeen uit naar toepassing van continue bomenlijnen. De bomen worden met het oog op groei-eisen in plantvakken geplant met een minimumbreedte van 2,00 m. "
176,"De gewenste breedte van een éénrichtingfietspad is minimaal 2,50 m. Wanneer tevens bromfietsen gebruik maken van het fietspad geldt een gewenste minimumbreedte van 3,00 m.","Ter plaatse van kruispunten wordt de opstelbreedte en –lengte afgestemd op het (verwachte) gebruik. Wanneer een vri-mast nodig is, is de minimum maat 1,50m. Tussen rijbaan of parkeerstrook en fietspad wordt altijd (in principe à niveau) een schamp- of schrikstrook toegepast.

Overige voorschriften ten aanzien van maatvoering zijn opgenomen in de Leidraad CVC. Daarin wordt  in algemene zin geadviseerd bij het ontwerp van fietspaden gebruik te maken van de “Ontwerpwijzer Fietsverkeer - CROW-publicatie 230”"
177,Bij het toepassen van fietspaden die in twee richtingen bereden mogen worden dient men terughoudendheid in acht te nemen.,"Deze fietspaden zijn onveiliger dan fietspaden die in één richting bereden worden. Dit wordt veroorzaakt door het feit dat bij kruispunten het afslaand en invoegend (auto)verkeer de fietser uit de ""verkeerde"" richting niet verwacht.

Fietspaden die in twee richtingen bereden mogen worden hebben een gewenste minimum breedte van 4,00m. Ze worden altijd voorzien van een asmarkering. Bij een aanliggend 2-richting fietspad zonder parkeren tussen rijbaan en fietspad is de minimummaat 1,20m.

Overige voorschriften ten aanzien van maatvoering zijn opgenomen in de Leidraad CVC. Daarin wordt  in algemene zin geadviseerd bij het ontwerp van fietspaden gebruik te maken van de “Ontwerpwijzer Fietsverkeer - CROW-publicatie 230”.
"
178,Voor beweegbare bruggen gelden eisen met betrekking tot veiligheidsfuncties. ,"Hiertoe wordt verwezen naar de (concept)notitie “Veiligheidsfuncties bij beweegbare bruggen van DIVV” d.d. 15 februari 2010. Een beweegbare brug valt onder de definitie van een machine volgens de machinerichtlijn. De machinerichtlijn (2006/42/EG) geeft essentiële gezondheids- en veiligheidseisen, waar machines aan moeten voldoen. 

De belangrijkste eisen m.b.t. de weginrichting bij beweegbare bruggen zijn de volgende:
- Ruimte voor slagboomkasten.
- De afsluitbomen mogen alleen sluiten als de landverkeerseinen aan staan.
- De brug mag alleen openen als de afsluitbomen geheel gesloten zijn. 

Praktisch betekent dit het volgende:
- Dat voor elke rij- en looprichting de landverkeersseinen logisch en goed zichtbaar gepositioneerd moeten zijn
- Dat er geen situatie mag ontstaan waarin voetgangers en weggebruikers “gevangen” worden tussen de gesloten slagbomen.
"
179,De toe te passen helling in het trottoir mag met het oog op gebruik door gehandicapten niet steiler zijn dan 1: 25 (4%).,Bij grotere hoogteverschillen zijn liften gewenst.
180,Op voetgangersoversteken op kruispunten worden bij voorkeur steunpunten toegepast halverwege de oversteek en tussen rijbaan en fietspad.,"Het aantal opstelvakken en rijstroken dat overgestoken moet worden dient zo beperkt mogelijk te zijn. Méér dan vier opstelvakken in één richting en in één keer (dus zonder tussensteunpunt) oversteken is ongewenst.

Wanneer vanuit verkeersafwikkelingsoogpunt meer vakken nodig zijn, wordt bij voorkeur een extra steunpunt tussen de opstelvakken aangebracht. Hierbij dient in acht te worden genomen dat er geen verwarring ontstaat over de rijrichting van het verkeer.

De breedte van een steunpunt wordt bepaald door vier zaken:
•  Voor voetgangers is het uitgangspunt dat steunpunten van voldoende breedte zijn voor gehandicapten (rolstoel, blindengeleidehond, rollator) en voor kinderwagens. Hiervoor is 2,00 m gewenst (minimaal 1,80 m).
•  Wanneer fietsers gebruik maken van het steunpunt is – met name op het hoofdnet Fiets - een breedte van 2,50 m gewenst (minimaal 2,00 m).
•  Wanneer een afslaande bus met de voorkant over een steunpunt zwaait, mag deze ruimte niet aan de minimale breedte van 1,50m worden toegerekend. Een steunpunt is dus netto minimaal 1,50m. Overigens moet deze overzwaai zoveel mogelijk worden voorkomen."
181,"Uit oogpunt van doorstroming zijn afvalinzamelingspunten langs het Hoofdnet Auto en OV-rail niet gewenst, tenzij daar fysiek (in de vorm van bijvoorbeeld laad- en losplaatsen) ruimte voor is vrijgemaakt en wordt vrijgehouden.","Wanneer er bij afval inzamelvoorzieningen een bovenleiding aanwezig is, dient aandacht besteed te worden aan de manoeuvreerruimte van het betreffende voertuig in de hoogte (zwenkarm), met name als er sprake is van zogenaamde afvalschachten die diep de grond ingaan."
182,"Bij de realisatie van oplaadpunten wordt het programma van Eisen  voor oplaadpunten elektrisch vervoer gevolgd, zoals opgesteld door Team Luchtkwaliteit.","Met betrekking tot de inrichting wordt het volgende gesteld.
• De oplaadzuil met bebording dient aan de lange zijde (korte zijde bij haaksparkeren) van het parkeervak geplaatst te worden, op de grens van twee parkeervakken.
• Zuil en bord zijn geïntegreerd.
• Om een parkeervak duidelijk te markeren als plek die bestemd is voor elektrische voertuigen wordt gebruik gemaakt van een speciaal daarvoor ontworpen tegel met daarop het logo van elektrisch vervoer. De tegel is beschikbaar in de afmeting50x50 cm. Deze dient centraal in het parkeervak te worden geplaatst.
• Een kruis in het parkeervak wordt vanuit het streven naar een rustige uitstraling van de openbare ruimte afgeraden. Uitgangspunt is de tegel zoveel mogelijk passend in het 30x30 tegelverband of 6,5x20 cm klinkerverband op te nemen."
183,"Tijdens de ontwerpfase van kruisingen dient een toets plaats te vinden op de noodzaak tot regelen van het verkeer door middel van verkeersregelinstallaties, en op de regelbaarheid.","De noodzaak tot regelen wordt o.a. bepaald op basis van de intensiteit van het verkeer, de verkeersveiligheid en de doelstelling doorstroming van het openbaar vervoer te bevorderen. Ten aanzien van de toepassing, inrichting, plaatsing, kleur, afmeting en materiaal van verkeerslichten zijn in de Wegenverkeerswet strikte uitvoeringsvoorschriften vastgelegd. De Gemeente Amsterdam hanteert in aanvulling hierop eigen ontwerpvoorschriften. Toetsing van kruispuntontwerpen op bovengenoemde aspecten is een bevoegdheid van de Centrale Stad."
184,"Fietsparkeervoorzieningen in de openbare ruimte moeten zo goed mogelijk benut worden. Alleen als er bij een optimale benutting nog een tekort aan fietsparkeerplaatsen bestaat, moet er worden bijgebouwd.","Beter benutten kan gerealiseerd worden door verwijderen van wrakken (doelstelling: max 1% van de fietsen zijn wrakken) en ongebruikte fietsen. De streefwaarden voor fietsparkeren is een bezettingsgraad van 85% per locatie.

Stappenplan:
• Stap 1: Geen probleem is geen probleem (bezettingsgraad max 85%) geen actie nodig.
• Stap 2: Bezettingsgraad hoger dan 85%? Dan verwaarloosde fietsen en wrakken verwijderen (zie ook handboek handhaving).
• Stap 3: Ongebruikte fietsen verwijderen (langer dan 6 (2) weken gestald (zie ook handboek handhaving) . Ook handhaven op ongebruikte fietsen buiten de rekken (zie ook handboek handhaving)
• Stap 4: Nietjes of rekken bijplaatsen.

Het boekje 'Plaatsingscriteria Fietsparkeren (2020)' - hieronder te downloaden- bevat nadere voorschriften voor de plaatsing en aanleg van fietsnietjes, fietsenrekken en fietsvakken. 
"
185,"Bij het (mogelijk) bijbouwen van fietsparkeervoorzieningen in de openbare ruimte wordt een integrale afweging gemaakt van kosten, reistijd fietsers, comfort, ruimtegebruik, flexibiliteit.","Als de mogelijkheden om beter te benutten zijn uitgeput en er onvoldoende ruimte is om rekken of nietjes bij te plaatsen, moet worden gezocht naar duurdere oplossingen (zie ook stappenplan paragraaf 2.2). Bij de keuze tussen alternatieve fietsparkeeroplossingen moeten altijd meerdere voordelen en nadelen tegen elkaar worden afgewogen. Dit kan bijvoorbeeld met behulp van een maatschappelijke kosten-batenanalyse of een multi-criteria analyse. Bij de afweging moeten minimaal de volgende afwegingscriteria worden betrokken. 

• Kosten
Het kan gaan om verschillende kostenposten, waarbij de kosten om de maatregel te nemen en in stand te houden in samenhang worden beschouwd, de zogenaamde Total Cost of Ownership. Verder is het van belang onderscheid te maken tussen kosten die worden gedragen door de gemeente, andere overheden, marktpartijen en gebruikers (fietsers). In he Kader Fietsparkeren staan indicatieve normkosten (bedragen in euro per fietsparkeerplaats per jaar).

• Reistijd fietsers
De kwaliteit van een stalling kan worden uitgedrukt als het effect ervan op de totale reistijd van de fietser. De reistijd bestaat uit de fietstijd om bij een stalling te komen, de zoektijd om een parkeerplek te vinden, de eventuele afhandelingstijd bij de stalling als er bijvoorbeeld betaald moet worden en ten slotte de looptijd naar de bestemming (en vice versa).  Over het algemeen geldt: hoe dichter bij de bestemming de stalling is, hoe korter de totale reistijd. Dit is vooral voor kortparkeerders een belangrijk criterium. Bij het zoeken naar alternatieven in de omgeving moet rekening worden gehouden met de indicatieve loopafstanden zoals opgenomen in het Kader Fietsparkeren. 

•  Comfort
Waar voor kortparkeerders vrijwel uitsluitend de reistijd van belang is, hechten langparkeerders ook waarde aan comfortaspecten. Hieronder worden allerlei aspecten verstaan die de kwaliteit van de stallingplaats aangeven, zoals overdektheid, de zekerheid van een plek en veiligheid tegen diefstal. Langparkeerders parkeren soms liever iets verder weg in een overdekte stalling die bewaakt is.

• Ruimtegebruik
Openbare ruimte is schaars in de stad. Daarom zijn maatregelen die weinig openbare ruimte innemen aantrekkelijk. Ook de waarde van de grond speelt hierbij een rol. Op locaties met hoge grondwaarden loont het eerder om voor ondergrondse oplossingen te kiezen. Het is daarom logisch om, als toch op maaiveld extra fietsparkeervoorzieningen moeten worden geplaatst, dat in eerste instantie te doen op die plekken die nu door autoparkeren worden ingenomen, omdat dit (kosten) efficiënter ruimtegebruik betekent en de toch al beperkte voetgangersruimte niet nog zwaarder belast.

•  Ruimtelijke kwaliteit
Naast de grondwaarde kunnen kwalitatieve argumenten een rol spelen om voor inpandige of ondergrondse stallingen te kiezen. Dit criterium is vaak lastig te operationaliseren. Is de fietsflat bij Centraal Station lelijk of een icoon voor de stad? Mag een drijvend ponton met fietsen in de grachten of is dat in strijd met de Unesco regels? Hoe dan ook, het is van belang de ruimtelijke kwaliteit van de maatregel mee te wegen in keuze. De welstandstoets kan daarbij helpen.

•  Flexibiliteit
De toekomst is per definitie onzeker, dus ook op gebied van fietsparkeren. Technologische ontwikkelingen gaan steeds sneller en veranderingen in levensstijlen zijn lastig te voorspellen, waardoor groeiprognoses vaak enorm uiteen lopen. Maatregelen die eenvoudig weer kunnen worden gestopt, uitgebreid of omgevormd zijn beter bestand tegen deze toekomstonzekerheid. Gebouwde voorzieningen die niet geschikt zijn voor andere functies, zijn minder flexibel bij tegenvallende of teruglopende vraag.
Naast bovengenoemde afwegingscriteria zijn er nog randvoorwaarden, waaraan alle parkeeroplossingen in ieder geval moeten voldoen. Het gaat hier bijvoorbeeld om zaken als (brand)veiligheid, sociale veiligheid en toegankelijkheid.

Het boekje 'Plaatsingscriteria Fietsparkeren (2020)' - hieronder te downloaden- bevat nadere voorschriften voor de plaatsing en aanleg van fietsnietjes, fietsenrekken en fietsvakken. "
